"PUBLICATION","SCENARIO","REGION","CATEGORY","PRODUCT","FLOW","UNIT","YEAR","VALUE"
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2030,4123
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2050,3245
"World Energy Outlook 2021","Announced Pledges Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2030,4034
"World Energy Outlook 2021","Announced Pledges Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2050,2091
"World Energy Outlook 2021","Sustainable Development Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2030,3164
"World Energy Outlook 2021","Sustainable Development Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2050,972
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2010,318
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2019,510
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2020,484
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,479
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,443
"World Energy Outlook 2021","Announced Pledges Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,457
"World Energy Outlook 2021","Announced Pledges Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,458
"World Energy Outlook 2021","Sustainable Development Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,325
"World Energy Outlook 2021","Sustainable Development Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,148
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Liquids","Demand","Million barrels per day",2019,98.6
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Liquids","Demand","Million barrels per day",2020,89.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Liquids","Demand","Million barrels per day",2030,106.4
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Liquids","Demand","Million barrels per day",2050,108.7
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Liquids","Demand","Million barrels per day",2030,100.8
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Liquids","Demand","Million barrels per day",2050,83.3
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Liquids","Demand","Million barrels per day",2030,93.3
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Liquids","Demand","Million barrels per day",2050,55.1
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2019,2
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2020,1.9
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2030,3.5
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2050,5.7
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2030,4.7
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2050,6.6
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2030,5.8
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2050,8.1
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Demand","Million barrels per day",2019,96.6
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Demand","Million barrels per day",2020,87.9
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Demand","Million barrels per day",2030,103
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Demand","Million barrels per day",2050,103
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Demand","Million barrels per day",2030,96.1
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Demand","Million barrels per day",2050,76.7
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Demand","Million barrels per day",2030,87.6
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Demand","Million barrels per day",2050,47
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2019,0.9
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2020,0.9
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2030,1.1
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2050,1.3
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2030,1
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2050,0.5
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2030,0.9
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2050,0.2
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2019,1
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2020,0.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2030,0.4
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2050,0.2
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2030,0.4
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2050,0.2
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2030,0.2
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2050,0
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil products","Demand","Million barrels per day",2019,94.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil products","Demand","Million barrels per day",2020,86.3
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil products","Demand","Million barrels per day",2030,101.5
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil products","Demand","Million barrels per day",2050,101.5
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil products","Demand","Million barrels per day",2030,94.7
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil products","Demand","Million barrels per day",2050,76
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil products","Demand","Million barrels per day",2030,86.4
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil products","Demand","Million barrels per day",2050,46.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2019,101.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2020,101.8
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2030,104.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2050,105.8
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2019,81.6
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2020,74.4
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2030,85.8
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2050,85.5
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Capacity at risk","Million barrels per day",2050,16.4
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refining capacity","Million barrels per day",2019,22.3
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refining capacity","Million barrels per day",2020,22
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refining capacity","Million barrels per day",2030,21.2
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refining capacity","Million barrels per day",2050,20.9
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refinery runs","Million barrels per day",2019,18.9
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refinery runs","Million barrels per day",2020,16.4
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refinery runs","Million barrels per day",2030,18.5
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refinery runs","Million barrels per day",2050,17.5
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Capacity at risk","Million barrels per day",2050,1.8
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refining capacity","Million barrels per day",2019,16.4
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refining capacity","Million barrels per day",2020,16.2
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refining capacity","Million barrels per day",2030,14.2
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refining capacity","Million barrels per day",2050,13.2
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refinery runs","Million barrels per day",2019,13.4
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refinery runs","Million barrels per day",2020,11.8
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refinery runs","Million barrels per day",2030,10.7
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refinery runs","Million barrels per day",2050,8.8
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Capacity at risk","Million barrels per day",2050,5.7
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Refining capacity","Million barrels per day",2019,36.8
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Refining capacity","Million barrels per day",2020,36.9
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Refining capacity","Million barrels per day",2030,40.6
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Refining capacity","Million barrels per day",2050,42.3
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Refinery runs","Million barrels per day",2019,29.8
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Refinery runs","Million barrels per day",2020,28.3
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Refinery runs","Million barrels per day",2030,33.3
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Refinery runs","Million barrels per day",2050,34.8
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Oil","Capacity at risk","Million barrels per day",2050,5.2
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Refining capacity","Million barrels per day",2019,7
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Refining capacity","Million barrels per day",2020,6.9
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Refining capacity","Million barrels per day",2030,6.2
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Refining capacity","Million barrels per day",2050,5.7
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Refinery runs","Million barrels per day",2019,6
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Refinery runs","Million barrels per day",2020,5.2
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Refinery runs","Million barrels per day",2030,4.9
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Refinery runs","Million barrels per day",2050,4.1
"World Energy Outlook 2021","Stated Policies Scenario","Japan and Korea","Energy","Oil","Capacity at risk","Million barrels per day",2050,2.1
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Refining capacity","Million barrels per day",2019,16.8
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Refining capacity","Million barrels per day",2020,17
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Refining capacity","Million barrels per day",2030,18.9
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Refining capacity","Million barrels per day",2050,18.9
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Refinery runs","Million barrels per day",2019,13
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Refinery runs","Million barrels per day",2020,13.4
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Refinery runs","Million barrels per day",2030,14.7
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Refinery runs","Million barrels per day",2050,14
"World Energy Outlook 2021","Stated Policies Scenario","China","Energy","Oil","Capacity at risk","Million barrels per day",2050,2.9
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Refining capacity","Million barrels per day",2019,5.2
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Refining capacity","Million barrels per day",2020,5.3
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Refining capacity","Million barrels per day",2030,6.9
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Refining capacity","Million barrels per day",2050,8.2
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Refinery runs","Million barrels per day",2019,5.1
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Refinery runs","Million barrels per day",2020,4.5
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Refinery runs","Million barrels per day",2030,6.4
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Refinery runs","Million barrels per day",2050,7.7
"World Energy Outlook 2021","Stated Policies Scenario","India","Energy","Oil","Capacity at risk","Million barrels per day",2050,0
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Refining capacity","Million barrels per day",2019,5.5
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Refining capacity","Million barrels per day",2020,5.4
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Refining capacity","Million barrels per day",2030,6.6
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Refining capacity","Million barrels per day",2050,7.3
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Refinery runs","Million barrels per day",2019,3.9
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Refinery runs","Million barrels per day",2020,3.8
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Refinery runs","Million barrels per day",2030,5.7
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Refinery runs","Million barrels per day",2050,6.8
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Oil","Capacity at risk","Million barrels per day",2050,0.2
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Refining capacity","Million barrels per day",2019,9.1
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Refining capacity","Million barrels per day",2020,9.6
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Refining capacity","Million barrels per day",2030,11.9
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Refining capacity","Million barrels per day",2050,12.3
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Refinery runs","Million barrels per day",2019,7.7
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Refinery runs","Million barrels per day",2020,6.8
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Refinery runs","Million barrels per day",2030,10.1
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Refinery runs","Million barrels per day",2050,10.7
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Oil","Capacity at risk","Million barrels per day",2050,0.7
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Refining capacity","Million barrels per day",2019,6.7
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Refining capacity","Million barrels per day",2020,6.7
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Refining capacity","Million barrels per day",2030,6.5
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Refining capacity","Million barrels per day",2050,6.4
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Refinery runs","Million barrels per day",2019,5.7
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Refinery runs","Million barrels per day",2020,5.4
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Refinery runs","Million barrels per day",2030,5.3
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Refinery runs","Million barrels per day",2050,5
"World Energy Outlook 2021","Stated Policies Scenario","Russia","Energy","Oil","Capacity at risk","Million barrels per day",2050,1
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Refining capacity","Million barrels per day",2019,3.5
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Refining capacity","Million barrels per day",2020,3.5
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Refining capacity","Million barrels per day",2030,4
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Refining capacity","Million barrels per day",2050,4.3
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Refinery runs","Million barrels per day",2019,2
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Refinery runs","Million barrels per day",2020,1.9
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Refinery runs","Million barrels per day",2030,3.1
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Refinery runs","Million barrels per day",2050,3.6
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Oil","Capacity at risk","Million barrels per day",2050,0.6
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Refining capacity","Million barrels per day",2019,2.2
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Refining capacity","Million barrels per day",2020,2.2
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Refining capacity","Million barrels per day",2030,2.3
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Refining capacity","Million barrels per day",2050,2.3
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Refinery runs","Million barrels per day",2019,1.8
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Refinery runs","Million barrels per day",2020,1.8
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Refinery runs","Million barrels per day",2030,2.2
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Refinery runs","Million barrels per day",2050,2.2
"World Energy Outlook 2021","Stated Policies Scenario","Brazil","Energy","Oil","Capacity at risk","Million barrels per day",2050,0
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Refining capacity","Million barrels per day",2019,4.7
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Refining capacity","Million barrels per day",2020,4.7
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Refining capacity","Million barrels per day",2030,4.1
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Refining capacity","Million barrels per day",2050,4.1
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Refinery runs","Million barrels per day",2019,2.3
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Refinery runs","Million barrels per day",2020,2
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Refinery runs","Million barrels per day",2030,2.6
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Refinery runs","Million barrels per day",2050,3
"World Energy Outlook 2021","Stated Policies Scenario","Other","Energy","Oil","Capacity at risk","Million barrels per day",2050,1.3
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Refining capacity","Million barrels per day",2019,55.3
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Refining capacity","Million barrels per day",2020,54.7
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Refining capacity","Million barrels per day",2030,52
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Refining capacity","Million barrels per day",2050,51
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Refinery runs","Million barrels per day",2019,43.7
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Refinery runs","Million barrels per day",2020,38.9
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Refinery runs","Million barrels per day",2030,42.1
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Refinery runs","Million barrels per day",2050,39.8
"World Energy Outlook 2021","Stated Policies Scenario","Atlantic Basin","Energy","Oil","Capacity at risk","Million barrels per day",2050,10.4
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Refining capacity","Million barrels per day",2019,46.4
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Refining capacity","Million barrels per day",2020,47.1
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Refining capacity","Million barrels per day",2030,52.7
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Refining capacity","Million barrels per day",2050,54.9
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Refinery runs","Million barrels per day",2019,37.9
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Refinery runs","Million barrels per day",2020,35.4
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Refinery runs","Million barrels per day",2030,43.7
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Refinery runs","Million barrels per day",2050,45.7
"World Energy Outlook 2021","Stated Policies Scenario","East of Suez","Energy","Oil","Capacity at risk","Million barrels per day",2050,6
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2030,99.8
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2050,80.3
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2030,80.2
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2050,63.6
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Capacity at risk","Million barrels per day",2050,38.1
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2030,93.2
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2050,60.8
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2030,72.2
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2050,38.1
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Capacity at risk","Million barrels per day",2050,61.7
